CustomerID,CustomerName,Segment,Region,Profile
CUST-10504,Robert Gonzalez,Home Office,West,Occasional
CUST-10505,Jessica Davis,Home Office,West,Regular
CUST-10506,Jessica Martinez,Home Office,Central,Churn-Cohort
CUST-10507,Thomas Moore,Consumer,West,Churn-Cohort
CUST-10508,Michael Jackson,Home Office,West,Churn-Cohort
CUST-10509,Michael Martinez,Home Office,West,Occasional
CUST-10510,Jessica Jones,Home Office,West,Occasional
CUST-10511,Richard Williams,Home Office,East,Regular
CUST-10512,Jennifer Hernandez,Consumer,East,Churn-Cohort
CUST-10513,Richard Wilson,Corporate,Central,Churn-Cohort
CUST-10514,Thomas Rodriguez,Consumer,West,VIP
CUST-10515,Patricia Jones,Consumer,East,VIP
CUST-10516,Nancy Martin,Corporate,West,Regular
CUST-10517,Nancy Davis,Consumer,East,Churn-Cohort
CUST-10518,Susan Williams,Home Office,South,Churn-Cohort
CUST-10519,Michael Taylor,Home Office,South,Regular
CUST-10520,Susan Garcia,Corporate,South,Regular
CUST-10521,Sarah Jones,Consumer,West,Regular
CUST-10522,Elizabeth Johnson,Corporate,East,Churn-Cohort
CUST-10523,David Wilson,Consumer,West,Churn-Cohort
CUST-10524,William Williams,Consumer,South,Churn-Cohort
CUST-10525,Nancy Thomas,Home Office,Central,Regular
CUST-10526,Thomas Davis,Corporate,South,Regular
CUST-10527,Mary Martin,Home Office,South,Regular
CUST-10528,Richard Gonzalez,Home Office,East,VIP
CUST-10529,Charles Brown,Corporate,South,Churn-Cohort
CUST-10530,Mary Davis,Home Office,South,Churn-Cohort
CUST-10531,Mary Moore,Corporate,East,Churn-Cohort
CUST-10532,William Martinez,Corporate,South,Churn-Cohort
CUST-10533,Barbara Martinez,Corporate,West,Regular
CUST-10534,Jessica Martinez,Home Office,East,Occasional
CUST-10535,Charles Jones,Corporate,South,Churn-Cohort
CUST-10536,Robert Taylor,Consumer,West,Churn-Cohort
CUST-10537,Christopher Moore,Consumer,South,Regular
CUST-10538,Jessica Hernandez,Corporate,East,Regular
CUST-10539,Jennifer Anderson,Home Office,West,Regular
CUST-10540,Thomas Williams,Corporate,Central,Churn-Cohort
CUST-10541,Jennifer Brown,Consumer,East,Occasional
CUST-10542,Thomas Lopez,Consumer,South,Regular
CUST-10543,Charles Martin,Consumer,South,Occasional
CUST-10544,Karen Gonzalez,Consumer,West,Occasional
CUST-10545,Richard Jackson,Home Office,West,Regular
CUST-10546,Jennifer Jones,Consumer,East,Regular
CUST-10547,Jessica Martinez,Corporate,South,Occasional
CUST-10548,Barbara Garcia,Consumer,West,Regular
CUST-10549,William Smith,Home Office,Central,Occasional
CUST-10550,John Anderson,Corporate,South,Regular
CUST-10551,Karen Smith,Home Office,South,Churn-Cohort
CUST-10552,Elizabeth Miller,Home Office,South,Regular
CUST-10553,Thomas Wilson,Corporate,East,Regular
CUST-10554,Nancy Martin,Consumer,West,Churn-Cohort
CUST-10555,Karen Rodriguez,Home Office,West,Regular
CUST-10556,Mary Garcia,Consumer,East,Regular
CUST-10557,Susan Johnson,Consumer,East,VIP
CUST-10558,Christopher Martin,Corporate,Central,Occasional
CUST-10559,Robert Johnson,Consumer,South,Occasional
CUST-10560,Jennifer Garcia,Home Office,Central,Occasional
CUST-10561,Nancy Martin,Home Office,West,Regular
CUST-10562,Thomas Jackson,Corporate,East,Regular
CUST-10563,Robert Martinez,Corporate,Central,VIP
CUST-10564,Joseph Williams,Corporate,East,Regular
CUST-10565,Barbara Thomas,Consumer,East,Regular
CUST-10566,David Hernandez,Home Office,South,Regular
CUST-10567,Charles Miller,Home Office,West,Regular
CUST-10568,Nancy Johnson,Consumer,East,Churn-Cohort
CUST-10569,Sarah Martin,Home Office,Central,Regular
CUST-10570,Jessica Martin,Corporate,Central,Regular
CUST-10571,Charles Jackson,Home Office,Central,Occasional
CUST-10572,Michael Martin,Home Office,South,Regular
CUST-10573,Charles Thomas,Corporate,West,Occasional
CUST-10574,Nancy Davis,Home Office,Central,Churn-Cohort
CUST-10575,William Smith,Consumer,East,Churn-Cohort
CUST-10576,Thomas Brown,Home Office,West,Regular
CUST-10577,Nancy Wilson,Corporate,East,Churn-Cohort
CUST-10578,Richard Lopez,Home Office,West,Regular
CUST-10579,John Miller,Home Office,Central,Regular
CUST-10580,David Williams,Corporate,Central,Regular
CUST-10581,Charles Moore,Corporate,East,Churn-Cohort
CUST-10582,Patricia Hernandez,Corporate,South,Regular
CUST-10583,Christopher Martin,Consumer,West,Regular
CUST-10584,William Hernandez,Corporate,South,Occasional
CUST-10585,Sarah Johnson,Home Office,West,Regular
CUST-10586,Sarah Jones,Home Office,South,VIP
CUST-10587,Karen Hernandez,Corporate,South,Regular
CUST-10588,Mary Taylor,Corporate,Central,Regular
CUST-10589,Karen Moore,Consumer,West,Regular
CUST-10590,Christopher Hernandez,Corporate,East,Regular
CUST-10591,Michael Rodriguez,Consumer,Central,Occasional
CUST-10592,Joseph Moore,Consumer,South,Regular
CUST-10593,Jennifer Martin,Consumer,Central,Regular
CUST-10594,Richard Johnson,Corporate,South,Churn-Cohort
CUST-10595,Robert Thomas,Consumer,Central,Regular
CUST-10596,Thomas Martinez,Consumer,Central,Occasional
CUST-10597,Jennifer Brown,Corporate,East,Regular
CUST-10598,William Williams,Corporate,East,Regular
CUST-10599,Sarah Taylor,Consumer,West,VIP
CUST-10600,Richard Thomas,Home Office,Central,Regular
CUST-10601,Richard Jones,Consumer,West,Regular
CUST-10602,William Johnson,Corporate,South,Regular
CUST-10603,Charles Brown,Consumer,Central,VIP
CUST-10604,Mary Martin,Consumer,Central,Regular
CUST-10605,Thomas Johnson,Consumer,Central,Regular
CUST-10606,John Jackson,Corporate,West,Regular
CUST-10607,Richard Miller,Consumer,Central,Regular
CUST-10608,David Moore,Corporate,South,Regular
CUST-10609,Patricia Rodriguez,Consumer,West,Occasional
CUST-10610,David Brown,Consumer,East,VIP
CUST-10611,William Moore,Corporate,Central,Occasional
CUST-10612,David Jones,Home Office,Central,Occasional
CUST-10613,Christopher Davis,Consumer,East,VIP
CUST-10614,Barbara Martin,Corporate,South,Churn-Cohort
CUST-10615,Mary Jones,Consumer,South,Churn-Cohort
CUST-10616,Mary Brown,Corporate,East,VIP
CUST-10617,Robert Wilson,Corporate,West,Regular
CUST-10618,Nancy Jackson,Home Office,South,Churn-Cohort
CUST-10619,Nancy Lopez,Corporate,Central,Occasional
CUST-10620,William Moore,Consumer,South,Regular
CUST-10621,Christopher Jones,Consumer,South,Regular
CUST-10622,Patricia Anderson,Corporate,South,Regular
CUST-10623,Sarah Davis,Consumer,West,Regular
CUST-10624,Nancy Rodriguez,Corporate,South,Occasional
CUST-10625,Jennifer Hernandez,Corporate,South,Regular
CUST-10626,Sarah Smith,Consumer,South,Regular
CUST-10627,Patricia Lopez,Corporate,South,Occasional
CUST-10628,Jennifer Martinez,Corporate,West,VIP
CUST-10629,Charles Brown,Corporate,East,Regular
CUST-10630,Richard Moore,Home Office,East,Occasional
CUST-10631,Barbara Moore,Corporate,South,Churn-Cohort
CUST-10632,Christopher Wilson,Consumer,West,Regular
CUST-10633,Karen Garcia,Corporate,South,Regular
CUST-10634,Robert Hernandez,Consumer,South,Regular
CUST-10635,Jessica Jackson,Corporate,West,Regular
CUST-10636,Jennifer Williams,Home Office,South,Regular
CUST-10637,Patricia Jackson,Home Office,South,Regular
CUST-10638,Richard Moore,Consumer,South,Regular
CUST-10639,Jennifer Martinez,Corporate,East,Regular
CUST-10640,Nancy Brown,Home Office,South,VIP
CUST-10641,Richard Thomas,Home Office,East,Regular
CUST-10642,Robert Miller,Consumer,East,Regular
CUST-10643,Michael Jones,Corporate,Central,Regular
CUST-10644,Joseph Martin,Home Office,South,Regular
CUST-10645,William Miller,Home Office,Central,Churn-Cohort
CUST-10646,Barbara Jackson,Home Office,Central,Regular
CUST-10647,Jessica Lopez,Consumer,East,Occasional
CUST-10648,Nancy Taylor,Corporate,West,Occasional
CUST-10649,Barbara Johnson,Corporate,East,Regular
CUST-10650,John Moore,Corporate,East,VIP
CUST-10651,Barbara Smith,Consumer,South,Regular
CUST-10652,Christopher Gonzalez,Home Office,Central,Regular
CUST-10653,Joseph Gonzalez,Corporate,South,Occasional
CUST-10654,Karen Miller,Home Office,West,Regular
CUST-10655,Sarah Jones,Consumer,South,Regular
CUST-10656,Susan Wilson,Consumer,Central,Regular
CUST-10657,Michael Jones,Consumer,East,Regular
CUST-10658,John Jones,Home Office,South,Occasional
CUST-10659,Jessica Jones,Consumer,West,Regular
CUST-10660,Jessica Anderson,Home Office,South,Regular
CUST-10661,Nancy Garcia,Corporate,South,Churn-Cohort
CUST-10662,Karen Anderson,Corporate,Central,Occasional
CUST-10663,Elizabeth Garcia,Corporate,East,Regular
CUST-10664,Christopher Thomas,Home Office,West,Regular
CUST-10665,Charles Rodriguez,Corporate,Central,Regular
CUST-10666,Mary Johnson,Home Office,South,Regular
CUST-10667,Susan Brown,Home Office,South,Regular
CUST-10668,Robert Jones,Home Office,Central,Regular
CUST-10669,Thomas Taylor,Consumer,East,Regular
CUST-10670,Elizabeth Thomas,Home Office,East,Regular
CUST-10671,Karen Jackson,Corporate,East,Churn-Cohort
CUST-10672,Richard Moore,Consumer,South,VIP
CUST-10673,Thomas Taylor,Corporate,Central,Regular
CUST-10674,Jessica Lopez,Corporate,Central,Regular
CUST-10675,Jennifer Johnson,Home Office,Central,Churn-Cohort
CUST-10676,Christopher Rodriguez,Consumer,South,Regular
CUST-10677,Christopher Garcia,Home Office,East,Regular
CUST-10678,Barbara Martin,Consumer,Central,Churn-Cohort
CUST-10679,Sarah Williams,Consumer,East,Churn-Cohort
CUST-10680,David Rodriguez,Consumer,Central,Churn-Cohort
CUST-10681,David Rodriguez,Consumer,East,Regular
CUST-10682,Nancy Garcia,Home Office,West,Regular
CUST-10683,Thomas Lopez,Consumer,Central,Occasional
CUST-10684,Elizabeth Thomas,Consumer,East,Churn-Cohort
CUST-10685,Richard Williams,Consumer,West,Regular
CUST-10686,Sarah Wilson,Corporate,West,Regular
CUST-10687,Thomas Garcia,Consumer,Central,Regular
CUST-10688,Mary Rodriguez,Consumer,East,Occasional
CUST-10689,Jennifer Anderson,Corporate,South,Regular
CUST-10690,Barbara Thomas,Home Office,West,Regular
CUST-10691,Joseph Gonzalez,Corporate,Central,Regular
CUST-10692,Michael Taylor,Corporate,East,Regular
CUST-10693,Barbara Anderson,Corporate,Central,Regular
CUST-10694,Charles Johnson,Consumer,Central,Regular
CUST-10695,Jessica Martin,Home Office,Central,Occasional
CUST-10696,Richard Rodriguez,Corporate,East,Regular
CUST-10697,David Jackson,Corporate,South,Regular
CUST-10698,Elizabeth Jackson,Consumer,Central,Regular
CUST-10699,Jennifer Hernandez,Home Office,East,Regular
CUST-10700,John Williams,Consumer,South,Regular
CUST-10701,Patricia Taylor,Consumer,South,VIP
CUST-10702,Susan Davis,Home Office,Central,Regular
CUST-10703,David Miller,Consumer,East,Regular
CUST-10704,Nancy Williams,Consumer,West,VIP
CUST-10705,Nancy Brown,Home Office,East,Churn-Cohort
CUST-10706,Robert Martin,Consumer,South,Regular
CUST-10707,Christopher Garcia,Consumer,West,Churn-Cohort
CUST-10708,David Martinez,Corporate,East,Regular
CUST-10709,Thomas Rodriguez,Corporate,Central,Occasional
CUST-10710,David Garcia,Consumer,Central,Occasional
CUST-10711,Mary Gonzalez,Corporate,Central,Regular
CUST-10712,Mary Rodriguez,Corporate,West,Regular
CUST-10713,Thomas Williams,Corporate,West,Regular
CUST-10714,Nancy Gonzalez,Consumer,South,Regular
CUST-10715,Patricia Jones,Home Office,South,Churn-Cohort
CUST-10716,William Martin,Home Office,East,Churn-Cohort
CUST-10717,Thomas Rodriguez,Consumer,East,Churn-Cohort
CUST-10718,Robert Williams,Home Office,Central,Regular
CUST-10719,Thomas Smith,Corporate,West,Occasional
CUST-10720,John Johnson,Home Office,South,Churn-Cohort
CUST-10721,David Jones,Home Office,Central,Regular
CUST-10722,Joseph Jackson,Consumer,South,VIP
CUST-10723,Sarah Wilson,Corporate,East,Occasional
CUST-10724,Karen Davis,Consumer,South,Regular
CUST-10725,Sarah Brown,Home Office,Central,Churn-Cohort
CUST-10726,Richard Martinez,Corporate,East,Regular
CUST-10727,Robert Lopez,Home Office,Central,Occasional
CUST-10728,Robert Anderson,Corporate,West,Regular
CUST-10729,Jennifer Moore,Consumer,South,Regular
CUST-10730,William Martinez,Home Office,South,Regular
CUST-10731,Patricia Lopez,Corporate,East,Churn-Cohort
CUST-10732,Thomas Miller,Consumer,East,Occasional
CUST-10733,William Smith,Home Office,West,Regular
CUST-10734,Sarah Gonzalez,Consumer,Central,Regular
CUST-10735,Sarah Moore,Corporate,East,Churn-Cohort
CUST-10736,Mary Hernandez,Consumer,Central,Regular
CUST-10737,Mary Gonzalez,Consumer,West,Churn-Cohort
CUST-10738,Charles Anderson,Home Office,West,Regular
CUST-10739,Christopher Davis,Consumer,East,Regular
CUST-10740,Michael Thomas,Home Office,East,Regular
CUST-10741,Sarah Martin,Consumer,West,Regular
CUST-10742,Michael Smith,Consumer,East,Occasional
CUST-10743,Barbara Brown,Corporate,West,Regular
CUST-10744,Christopher Williams,Consumer,East,Regular
CUST-10745,Sarah Martin,Home Office,West,Churn-Cohort
CUST-10746,Robert Miller,Corporate,Central,Regular
CUST-10747,Joseph Hernandez,Consumer,West,Regular
CUST-10748,Richard Miller,Consumer,West,Churn-Cohort
CUST-10749,Richard Williams,Consumer,Central,Occasional
CUST-10750,Michael Wilson,Consumer,Central,Regular
CUST-10751,Karen Garcia,Corporate,West,Churn-Cohort
CUST-10752,Christopher Johnson,Consumer,East,Occasional
CUST-10753,Nancy Gonzalez,Consumer,East,Regular
CUST-10754,Sarah Williams,Consumer,East,Regular
CUST-10755,Jennifer Williams,Home Office,Central,Occasional
CUST-10756,Jessica Thomas,Home Office,West,Occasional
CUST-10757,William Jones,Home Office,Central,Regular
CUST-10758,Charles Anderson,Corporate,West,Churn-Cohort
CUST-10759,Jennifer Martin,Home Office,East,Occasional
CUST-10760,Nancy Garcia,Home Office,South,Regular
CUST-10761,Nancy Williams,Home Office,Central,Regular
CUST-10762,Susan Wilson,Consumer,West,Regular
CUST-10763,William Brown,Home Office,East,Occasional
CUST-10764,Nancy Lopez,Home Office,West,VIP
CUST-10765,Thomas Miller,Corporate,East,Regular
CUST-10766,William Brown,Consumer,South,Occasional
CUST-10767,Sarah Garcia,Consumer,East,Churn-Cohort
CUST-10768,Mary Lopez,Corporate,West,Regular
CUST-10769,Jessica Rodriguez,Corporate,South,Churn-Cohort
CUST-10770,Mary Brown,Home Office,East,Regular
CUST-10771,Karen Garcia,Consumer,East,Churn-Cohort
CUST-10772,Sarah Taylor,Consumer,East,Regular
CUST-10773,Elizabeth Anderson,Home Office,Central,Regular
CUST-10774,Jessica Miller,Home Office,Central,Occasional
CUST-10775,Elizabeth Brown,Corporate,West,Regular
CUST-10776,Patricia Davis,Home Office,South,Regular
CUST-10777,William Gonzalez,Consumer,East,Occasional
CUST-10778,Sarah Jackson,Corporate,East,Occasional
CUST-10779,Jessica Jones,Consumer,South,Occasional
CUST-10780,Jennifer Gonzalez,Corporate,West,Occasional
CUST-10781,Thomas Miller,Home Office,Central,Regular
CUST-10782,David Miller,Corporate,West,Regular
CUST-10783,Mary Jackson,Consumer,Central,Regular
CUST-10784,Michael Brown,Corporate,South,Regular
CUST-10785,Jessica Garcia,Corporate,West,Churn-Cohort
CUST-10786,Barbara Martin,Consumer,West,Regular
CUST-10787,Christopher Moore,Consumer,East,Regular
CUST-10788,Jessica Taylor,Corporate,West,Regular
CUST-10789,Christopher Thomas,Corporate,Central,Churn-Cohort
CUST-10790,John Wilson,Home Office,West,Regular
CUST-10791,Elizabeth Hernandez,Corporate,West,Regular
CUST-10792,Christopher Jones,Home Office,East,Regular
CUST-10793,Jessica Johnson,Consumer,South,Occasional
CUST-10794,Charles Johnson,Corporate,South,VIP
CUST-10795,Sarah Brown,Corporate,South,Churn-Cohort
CUST-10796,Elizabeth Williams,Home Office,East,Churn-Cohort
CUST-10797,Jessica Miller,Consumer,Central,Regular
CUST-10798,Barbara Davis,Home Office,East,Occasional
CUST-10799,John Thomas,Home Office,Central,Churn-Cohort
CUST-10800,Jennifer Anderson,Home Office,East,Occasional
CUST-10801,Thomas Anderson,Consumer,South,Regular
CUST-10802,Jennifer Lopez,Home Office,South,Regular
CUST-10803,John Williams,Corporate,Central,Occasional
CUST-10804,Charles Johnson,Corporate,South,Regular
CUST-10805,David Martin,Home Office,West,Occasional
CUST-10806,Robert Martin,Corporate,East,Churn-Cohort
CUST-10807,Charles Lopez,Consumer,East,Churn-Cohort
CUST-10808,Joseph Lopez,Corporate,East,Regular
CUST-10809,Susan Lopez,Consumer,East,Regular
CUST-10810,Karen Miller,Consumer,Central,Churn-Cohort
CUST-10811,Elizabeth Moore,Consumer,South,Churn-Cohort
CUST-10812,Christopher Miller,Home Office,West,Regular
CUST-10813,Richard Lopez,Corporate,South,Churn-Cohort
CUST-10814,David Johnson,Consumer,Central,Churn-Cohort
CUST-10815,Susan Anderson,Corporate,East,Regular
CUST-10816,Sarah Moore,Home Office,Central,Regular
CUST-10817,Thomas Martin,Corporate,East,Regular
CUST-10818,William Anderson,Consumer,East,VIP
CUST-10819,Joseph Garcia,Corporate,East,Regular
CUST-10820,Patricia Garcia,Corporate,East,Churn-Cohort
CUST-10821,Michael Thomas,Consumer,West,VIP
CUST-10822,Charles Smith,Corporate,South,Regular
CUST-10823,Karen Jones,Corporate,Central,Regular
CUST-10824,Jessica Anderson,Home Office,East,Regular
CUST-10825,Barbara Miller,Consumer,East,Churn-Cohort
CUST-10826,Elizabeth Taylor,Home Office,Central,Regular
CUST-10827,Jessica Jackson,Corporate,Central,Regular
CUST-10828,Sarah Jackson,Home Office,South,Occasional
CUST-10829,Thomas Martinez,Home Office,West,Regular
CUST-10830,Barbara Garcia,Corporate,West,Regular
CUST-10831,Sarah Lopez,Corporate,East,Regular
CUST-10832,Michael Lopez,Corporate,South,Regular
CUST-10833,Jennifer Martin,Consumer,Central,Regular
CUST-10834,Jennifer Garcia,Home Office,West,Regular
CUST-10835,Jennifer Davis,Consumer,East,Regular
CUST-10836,Richard Jackson,Consumer,South,Churn-Cohort
CUST-10837,David Lopez,Consumer,West,Regular
CUST-10838,Karen Johnson,Home Office,Central,Regular
CUST-10839,Susan Jones,Corporate,South,Occasional
CUST-10840,Karen Garcia,Home Office,Central,VIP
CUST-10841,Patricia Smith,Corporate,South,Occasional
CUST-10842,Michael Anderson,Corporate,West,Regular
CUST-10843,John Moore,Home Office,Central,Churn-Cohort
CUST-10844,Barbara Thomas,Corporate,West,Regular
CUST-10845,Christopher Anderson,Corporate,East,Regular
CUST-10846,Sarah Johnson,Consumer,East,VIP
CUST-10847,Barbara Smith,Corporate,West,Churn-Cohort
CUST-10848,Thomas Lopez,Consumer,Central,Regular
CUST-10849,Mary Martin,Home Office,West,Regular
CUST-10850,Christopher Taylor,Consumer,Central,VIP
CUST-10851,William Smith,Consumer,South,Occasional
CUST-10852,Robert Taylor,Corporate,West,Regular
CUST-10853,Sarah Hernandez,Home Office,East,Churn-Cohort
CUST-10854,Susan Gonzalez,Consumer,South,Regular
CUST-10855,Susan Gonzalez,Corporate,East,Regular
CUST-10856,Barbara Lopez,Corporate,Central,VIP
CUST-10857,Thomas Moore,Consumer,West,Regular
CUST-10858,Thomas Wilson,Corporate,Central,Regular
CUST-10859,Jennifer Wilson,Home Office,South,VIP
CUST-10860,Michael Jackson,Home Office,East,Occasional
CUST-10861,Michael Miller,Corporate,South,Regular
CUST-10862,Charles Hernandez,Consumer,South,Regular
CUST-10863,Robert Smith,Corporate,Central,Regular
CUST-10864,Jessica Garcia,Home Office,South,Regular
CUST-10865,Christopher Jones,Consumer,West,Regular
CUST-10866,Joseph Martinez,Home Office,South,Regular
CUST-10867,Mary Martinez,Home Office,Central,Regular
CUST-10868,Sarah Moore,Home Office,South,Churn-Cohort
CUST-10869,Elizabeth Smith,Consumer,West,Churn-Cohort
CUST-10870,David Martinez,Home Office,South,Regular
CUST-10871,Patricia Martinez,Corporate,West,Regular
CUST-10872,Sarah Davis,Consumer,East,Occasional
CUST-10873,David Thomas,Consumer,Central,Regular
CUST-10874,Christopher Thomas,Home Office,South,VIP
CUST-10875,David Thomas,Home Office,East,Regular
CUST-10876,Susan Taylor,Home Office,East,Occasional
CUST-10877,David Garcia,Home Office,East,Occasional
CUST-10878,Michael Hernandez,Corporate,West,VIP
CUST-10879,Susan Garcia,Consumer,Central,Regular
CUST-10880,Susan Wilson,Home Office,Central,Regular
CUST-10881,Mary Martinez,Corporate,East,Occasional
CUST-10882,Charles Miller,Home Office,West,VIP
CUST-10883,Patricia Martin,Consumer,Central,Regular
CUST-10884,Richard Martinez,Corporate,Central,Occasional
CUST-10885,Patricia Moore,Home Office,Central,Regular
CUST-10886,Michael Smith,Consumer,Central,Occasional
CUST-10887,Susan Thomas,Corporate,Central,Regular
CUST-10888,Jennifer Brown,Consumer,West,VIP
CUST-10889,Charles Davis,Consumer,East,Regular
CUST-10890,Jessica Anderson,Consumer,East,Occasional
CUST-10891,Michael Smith,Corporate,Central,Churn-Cohort
CUST-10892,Barbara Lopez,Consumer,South,Churn-Cohort
CUST-10893,Nancy Taylor,Corporate,West,Regular
CUST-10894,Barbara Smith,Home Office,East,Occasional
CUST-10895,Elizabeth Jones,Home Office,West,Regular
CUST-10896,Elizabeth Martinez,Consumer,West,Regular
CUST-10897,Michael Williams,Corporate,East,Churn-Cohort
CUST-10898,Robert Smith,Corporate,South,VIP
CUST-10899,Mary Miller,Consumer,East,VIP
CUST-10900,Charles Jackson,Consumer,South,Regular
CUST-10901,Patricia Rodriguez,Consumer,East,VIP
CUST-10902,Barbara Smith,Consumer,East,Regular
CUST-10903,Nancy Miller,Home Office,West,Regular
CUST-10904,Jennifer Lopez,Consumer,East,Regular
CUST-10905,Michael Rodriguez,Home Office,Central,Churn-Cohort
CUST-10906,Susan Garcia,Home Office,West,Churn-Cohort
CUST-10907,Charles Jackson,Consumer,East,Regular
CUST-10908,Christopher Smith,Home Office,West,Regular
CUST-10909,William Martinez,Consumer,East,Regular
CUST-10910,Patricia Miller,Home Office,South,Regular
CUST-10911,Susan Jackson,Consumer,South,Regular
CUST-10912,Patricia Garcia,Corporate,South,Occasional
CUST-10913,Jessica Miller,Home Office,West,Regular
CUST-10914,Jessica Brown,Corporate,East,Regular
CUST-10915,Thomas Brown,Home Office,West,Regular
CUST-10916,Sarah Lopez,Home Office,Central,Regular
CUST-10917,Karen Johnson,Consumer,Central,Churn-Cohort
CUST-10918,Sarah Brown,Corporate,Central,Occasional
CUST-10919,Thomas Martin,Home Office,Central,Regular
CUST-10920,Thomas Davis,Home Office,South,Churn-Cohort
CUST-10921,Barbara Wilson,Consumer,East,Regular
CUST-10922,Sarah Lopez,Consumer,East,Churn-Cohort
CUST-10923,Sarah Brown,Corporate,South,Occasional
CUST-10924,Charles Williams,Consumer,West,Regular
CUST-10925,Joseph Gonzalez,Home Office,East,VIP
CUST-10926,Jennifer Williams,Corporate,West,Regular
CUST-10927,Richard Miller,Home Office,South,Regular
CUST-10928,Patricia Davis,Corporate,South,Occasional
CUST-10929,David Jackson,Home Office,Central,Regular
CUST-10930,Joseph Lopez,Corporate,South,Regular
CUST-10931,Sarah Taylor,Corporate,West,Churn-Cohort
CUST-10932,Thomas Brown,Consumer,Central,Churn-Cohort
CUST-10933,Sarah Thomas,Consumer,West,Regular
CUST-10934,John Brown,Home Office,East,Regular
CUST-10935,Robert Thomas,Home Office,East,Regular
CUST-10936,Jennifer Gonzalez,Home Office,Central,VIP
CUST-10937,Michael Martinez,Home Office,East,Churn-Cohort
CUST-10938,Robert Taylor,Corporate,South,Regular
CUST-10939,William Martinez,Home Office,South,Regular
CUST-10940,Sarah Taylor,Corporate,Central,Regular
CUST-10941,Karen Moore,Consumer,East,Regular
CUST-10942,Jessica Brown,Corporate,South,Occasional
CUST-10943,Richard Gonzalez,Corporate,South,Churn-Cohort
CUST-10944,Mary Johnson,Consumer,Central,Regular
CUST-10945,Jennifer Thomas,Corporate,West,VIP
CUST-10946,Barbara Gonzalez,Corporate,East,Regular
CUST-10947,Christopher Thomas,Home Office,South,Churn-Cohort
CUST-10948,Sarah Moore,Consumer,East,Churn-Cohort
CUST-10949,Joseph Rodriguez,Corporate,South,Regular
CUST-10950,Nancy Lopez,Corporate,Central,Occasional
CUST-10951,Mary Smith,Home Office,East,Occasional
CUST-10952,Michael Lopez,Corporate,East,Regular
CUST-10953,Richard Gonzalez,Consumer,South,Churn-Cohort
CUST-10954,Susan Lopez,Corporate,Central,Regular
CUST-10955,Mary Davis,Consumer,West,Regular
CUST-10956,Barbara Jackson,Consumer,East,Regular
CUST-10957,Barbara Brown,Corporate,West,VIP
CUST-10958,John Moore,Corporate,East,Regular
CUST-10959,Thomas Wilson,Home Office,South,Occasional
CUST-10960,David Smith,Home Office,South,VIP
CUST-10961,Christopher Smith,Corporate,South,Occasional
CUST-10962,Christopher Gonzalez,Corporate,East,Regular
CUST-10963,Sarah Brown,Home Office,West,Regular
CUST-10964,Richard Thomas,Home Office,Central,Regular
CUST-10965,Jennifer Martin,Corporate,Central,Regular
CUST-10966,Jessica Miller,Corporate,East,Occasional
CUST-10967,Karen Miller,Corporate,Central,Regular
CUST-10968,Mary Martinez,Home Office,South,Regular
CUST-10969,Elizabeth Martin,Home Office,East,Regular
CUST-10970,Christopher Brown,Home Office,Central,Occasional
CUST-10971,David Williams,Home Office,South,Churn-Cohort
CUST-10972,Jessica Miller,Corporate,East,Occasional
CUST-10973,Barbara Taylor,Corporate,South,Regular
CUST-10974,Karen Hernandez,Consumer,South,VIP
CUST-10975,Joseph Rodriguez,Home Office,South,Regular
CUST-10976,Karen Garcia,Consumer,West,Regular
CUST-10977,Christopher Thomas,Consumer,South,VIP
CUST-10978,David Moore,Home Office,South,Regular
CUST-10979,Christopher Johnson,Home Office,West,Regular
CUST-10980,Susan Anderson,Consumer,West,Regular
CUST-10981,Michael Martinez,Corporate,South,Occasional
CUST-10982,Richard Williams,Home Office,West,Regular
CUST-10983,Jessica Rodriguez,Corporate,West,VIP
CUST-10984,David Martin,Consumer,South,Occasional
CUST-10985,Elizabeth Brown,Consumer,West,Regular
CUST-10986,John Davis,Corporate,South,Occasional
CUST-10987,Sarah Moore,Corporate,South,Regular
CUST-10988,Mary Miller,Consumer,Central,Regular
CUST-10989,Michael Smith,Corporate,Central,Churn-Cohort
CUST-10990,Karen Garcia,Home Office,East,Occasional
CUST-10991,Sarah Smith,Consumer,East,Occasional
CUST-10992,Richard Martin,Corporate,East,Regular
CUST-10993,Jessica Lopez,Home Office,East,Regular
CUST-10994,Joseph Jones,Consumer,East,Regular
CUST-10995,Christopher Taylor,Consumer,Central,VIP
CUST-10996,Sarah Williams,Consumer,East,Churn-Cohort
CUST-10997,Richard Hernandez,Home Office,South,Regular
CUST-10998,Elizabeth Wilson,Consumer,West,Churn-Cohort
CUST-10999,Patricia Garcia,Consumer,Central,Regular
